id,post_id,headline,post_date,page_url,borough,preference,place,body_text,latitude,longitude,created_at,updated_at,location_source
36,5294272827,Accidental Caramelization,2015-11-01 19:19,/mnh/mis/5294272827.html,mnh,ion,"",As winter approaches and my colors change to the soft somber shadesof fall I remember many years ago a million moments awayhow you lifted my lid and set mefreeyour light leaving an indelible imprint on my heart that still glowsmindgallery twitter . beatboxbliss tumblr,40.7127837,-74.0059413,2015-11-02 05:17:10.942136,2015-11-02 05:17:10.942136,
37,5295900561,Ben at Spectrum on Halloween - m4m,2015-11-01 19:19,/brk/mis/5295900561.html,brk,m4m,Williamsburg,"I met you last night and you were dressed as a dead athlete. We shared the bathroom together after a long wait in line. It was your first time there. You live in the neighborhood. I was really charmed by you and just assumed I'd be able to find you on FB. Well, as you may know, there are quite a lot of Bens in the world, and unfortunately my search has not been successful. Maybe this message will reach you and maybe we can grab a drink.",40.711126,-73.946258,2015-11-02 05:17:12.478619,2015-11-02 05:17:12.478619,
38,5295858006,👠I WAnt To Be 💋The 1 To Take👠 ➡️➡&a,2015-11-01 19:11,/que/mis/5295858006.html,que,➡&a,queens,🔥🔥 hey guys I'm Nya🚨🚨🚒 Exotic & Curvy 😍😘👄💋Babe ready play🎲🎲🎯 PARTY GIRL ╔══╚╗╔╝╔╝ LET'S PARTY 2gether╚═ MaKING YoU HaPPy!!😀★ 💯% What you see is what you get!★ 💯% DISCREET ★ 💯% INDEPENDENT☑ Great Attitude ☑ 718Beautiful Face ☑ Sexy Body ☑ALL Natural BUSTY Clean ☑ Classy ☑ Skilled 66two One7 One2MATURE MEN ONLY💋,40.740793,-73.921644,2015-11-02 05:17:13.912276,2015-11-02 05:17:13.912276,
39,5295889627,talked on Nsachat - w4m,2015-11-01 19:10,/brk/mis/5295889627.html,brk,w4m,brooklyn,"Hey, We talked yesterday in chat but you left without saying goodbye. Hope you see this and message me. I really enjoyed our conversation.",40.721724,-73.957172,2015-11-02 05:17:15.480897,2015-11-02 05:17:15.480897,
40,5276101169,Theatre District Restaurant - m4w,2015-11-01 19:00,/mnh/mis/5276101169.html,mnh,m4w,Midtown West,We were at adjoining tables at dinner three weeks ago on Saturday night. My spouse and I were with another couple and you and your husband were dining with others too. You have shoulder length blonde hair and we made eye contact several times.,40.761546,-73.988604,2015-11-02 05:17:16.596314,2015-11-02 05:17:16.596314,
41,5295871535,L Train after marathon - w4m,2015-11-01 18:55,/mnh/mis/5295871535.html,mnh,w4m,East Village,"I never do this but I felt like I had to. We met at the marathon waiting for the dreaded porter potty and I saw you again on the L train.I believe you are of middle eastern decent, in good shape and the marathon was your training. We exchanged names and you asked me that we should run together sometime. I wanted to get you number but this lady who also ran wouldn't shut up. lolIf this is you, what is my name and we should run together sometime.",40.726200,-73.979600,2015-11-02 05:17:17.137011,2015-11-02 05:17:17.137011,
42,5295842278,Our first meeting was Heckscher Park cold but sunny - m4w,2015-11-01 18:47,/lgi/mis/5295842278.html,lgi,m4w,"",This is a shot in the dark but I hope you somehow read this.I'll keep this brief and clean but you should know who this is by these cluesHeckscher ParkLakeland on SaturdaysIslip Beach sunny windy coldBeach in Hamptons Sunny and HotYou gave me your number there and I thought i got it right but when i texted a few days later...i got a message dude i don't know who this is....so i never texted again.If you get this and want to say hi please do ...if you no longer have my cell number email here.you know i'd love to hear from youD,40.728200,-73.180500,2015-11-02 05:17:17.645137,2015-11-02 05:17:17.645137,
43,5295853259,Gourmet garage - m4m,2015-11-01 18:40,/mnh/mis/5295853259.html,mnh,m4m,West Village,Shot in the dark but we checked each other out at the gourmet garage. You had a backward camo hat. Let me know if you wanna meet.,40.733900,-74.005400,2015-11-02 05:17:18.101449,2015-11-02 05:17:18.101449,
44,5295852146,Amtrak Conductor Train 670 4:10pm Philly to NYC - w4m,2015-11-01 18:39,/mnh/mis/5295852146.html,mnh,w4m,Midtown,"Tall, dark skinned male in your 30's (I think). I'm 31, curvy, brown curly hair. You were working but also sitting in my car, and had scanned my ticket. We made eye contact a few times, and when I exited the train we smiled at each other. I was tempted to give you my number but felt weird because you were working. You have a kind face and I regret not chatting with you.",40.75342,-73.974415,2015-11-02 05:17:18.890861,2015-11-02 05:17:18.890861,
45,5295850363,Metro North Conductor - m4m,2015-11-01 18:38,/mnh/mis/5295850363.html,mnh,m4m,Financial District,"You were a really nice conductor on the North White Plains to Grand Central train last night. I was the Army guy that you helped out when I couldn't find my ticket. It didn't hurt that you were good looking too, and came back a few times to talk. Hit me up!",40.708198,-74.014083,2015-11-02 05:17:20.460112,2015-11-02 05:17:20.460112,
46,5295821220,Nudist friends - m4m,2015-11-01 18:25,/que/mis/5295821220.html,que,m4m,Woodside,"Hello, I'm a 30 years old guy, looking for people that enjoy nudism, not sex please, just nudism doing activities like chat, watch a movi, drink coffee, etc.",40.745000,-73.906900,2015-11-02 05:17:20.945697,2015-11-02 05:17:20.945697,
47,5295832897,West 4th A Train from BK - w4m,2015-11-01 18:24,/mnh/mis/5295832897.html,mnh,w4m,West Village,"You: talk, dark, and handsome.Me: tall, dark, black hat, flower dress, and checking you out. We both got off, but alas, I was transferring to another train. Coffee?",40.730135,-74.008053,2015-11-02 05:17:22.446538,2015-11-02 05:17:22.446538,
48,5295812480,Thick Milk Chocolate QT on the DWTN 1 Train last weds - m4w,2015-11-01 18:08,/mnh/mis/5295812480.html,mnh,m4w,Downtown,"Sexy milk Chocolate QT on the DWTN 1 Train last weds, caught my eye. A sexy kinda voluptuous woman looked to be in her mid 20s to early 30s. She had on a short black leather biker jacket with a beige/off white silk blouse and nice tight black/brown jeans, hair was up in the back and soft curls in the front. I believe,you got on the 59th st stop and got off at either 42nd or 34th st stop. You are fyne! Nice soft cute face...smell good. And you stood right in front me. I couldn't stop looking at your body. So sophisticated. ",40.747751,-73.980853,2015-11-02 05:17:22.899869,2015-11-02 05:17:22.899869,
49,5295809959,Mike on the downtown D train this afternoon - w4m,2015-11-01 18:06,/mnh/mis/5295809959.html,mnh,w4m,Midtown,"We chatted for a bit about the book I was reading on the downtown D train before you got off at Broadway-Lafayette around 430 this afternoon. If you see this, reply back with the title of the book we discussed and maybe we could grab coffee sometime and chat about other great reads :)",40.75342,-73.974415,2015-11-02 05:17:23.954378,2015-11-02 05:17:23.954378,
50,5295805216,The Inn at New Hyde Park Concierge - m4w,2015-11-01 18:02,/lgi/mis/5295805216.html,lgi,m4w,Long Island,To the woman concierge at the Inn at New Hyde Park who gave me a band-aid Halloween night for my aunts son. I was there at a wedding and she also helped me with another small issue that made someone's day very special. She also waved goodbye to me after she changed out of her uniform and left for the evening. When you respond (assuming you're interested) please let me know what the other small issue that you helped me with so I know it's really you.,40.729400,-73.682800,2015-11-02 05:17:24.418704,2015-11-02 05:17:24.418704,
51,5295773834,L train between Graham and Montrose - m4w,2015-11-01 17:38,/brk/mis/5295773834.html,brk,m4w,L train at Montrose,"You: long red hair, fair skin, 5'3""-ish? Me: 5-8 with glasses, black cap, black pants, gray t-shirt.You boarded the Canarsie bound L at Graham I think, we smiled at each other as I (foolishly) exited at my stop (Montrose). This was around 5pm tonight (Sunday, November. 1st)I almost got back on the train, and maybe I should have. Send me a message if this is you.",40.681268,-73.976845,2015-11-02 05:17:25.78954,2015-11-02 05:17:25.78954,
52,5295669284,Even ruined my Halloween. Asshole - w4m,2015-11-01 17:31,/que/mis/5295669284.html,que,w4m,Lic,My favorite day of the year. Ruined by you. I can't even have one good night because you ruined my life. I'll never forget.,40.80107,-73.966835,2015-11-02 05:17:27.365046,2015-11-02 05:17:27.365046,
53,5295762150,The Library - m4m,2015-11-01 17:29,/lgi/mis/5295762150.html,lgi,m4m,Southampton,We meet again! Yesterday at Starbucks and today at the library. Would like to see you again!!,40.904300,-72.410300,2015-11-02 05:17:27.819176,2015-11-02 05:17:27.819176,
54,5295745372,To the most beautiful woman with the beautifully flowered name - m4w,2015-11-01 17:25,/mnh/mis/5295745372.html,mnh,m4w,"",A bird against the cool grey sky.Wings frozen.Aloft by spirit.I love you....................................................................................................................................................................,40.7127837,-74.0059413,2015-11-02 05:17:28.777348,2015-11-02 05:17:28.777348,
55,5289878405,"1580 e. 13th St., corner of Ave P,tall slim white male in black car - w4m",2015-11-01 17:07,/brk/mis/5289878405.html,brk,w4m,"Midwood, Brooklyn KINGSHIGHWAY area","I so hope I find you! I could shoot myself for not saying hello and letting you get away... I know we made eye contact and smiled at each other...Saturday April 18th, around 7pm (?). I was walking down the street and you got into your car... a shiny black almost new sedan car with a yellow license plate (I think it was most likely an Uber taxi car cause the license plate # was 8 digits instead of the standard 7). You were tall and slim, with short brown hair, I think with what's called a bowl cut hair cut. I believe you were in jeans and a black jacket. I was wearing lavender (light purple) cotton slacks, a blue cotton jacket... I'm a swf (white). I have green eyes, was wearing pink lipstick. I'm very curvy but not fat, phospherscent, tri-colored auburn, reddish/blondish/brownish hair that naturally glints of purple in the light. I'm an artsy/intellectual singer, a reader/writer and a small business owner. Been living in Midwood for 14 years now. Somewhat of a bohemian and a hippie. Originally from Westchester, suburbs north of NYC. I have a car, and escape a lot. You made my day!!!Let's get in touch. You won't regret it...****SEND A PICTURE PLEASE!",40.601100,-73.947500,2015-11-02 05:17:29.270716,2015-11-02 05:17:29.270716,
56,5295728916,Females that love to suck cock? No questions or conversation - m4w,2015-11-01 17:05,/mnh/mis/5295728916.html,mnh,m4w,Upper East Side,"Here's the opportunity. I can host you now in the UES. Come over, no conversation or time wasting. I let you in , feed you my fat 7.5in uncut cock, you suck the cum right out of it, and go merrily on your way or keep sucking for a 2nd load. No conversation or questions ask. You must be a Woman, not bi guys or trans-anything. I host now 5pm sunday. This can become an ongoing thing as well.",40.776300,-73.952900,2015-11-02 05:17:29.756551,2015-11-02 05:17:29.756551,
57,5295723054,Jason Voorhees looking for his Freddy Krueger - m4w,2015-11-01 17:01,/mnh/mis/5295723054.html,mnh,m4w,34th Street Herald Sq,I complimented your costume and we ended up getting off at the same stop and took a pic together which came out great. You are absolutely gorgeous and maybe we can have a cup of coffee or something sometime. If you ever read this hopefully you'll consider.,40.749644,-73.987671,2015-11-02 05:17:31.221802,2015-11-02 05:17:31.221802,
58,5295722901,"Ella / Daniella from Germany, at Southside on Broome Street - m4w",2015-11-01 17:01,/mnh/mis/5295722901.html,mnh,m4w,Nolita / Bowery,"I was wearing a Rick / scientist costume with a cartoon figure sitting on my shoulder. You wore a ninja costume and were with two friends. We smoked and chatted outside a little. Would loved to have asked you for your number. Long shot but if you see this, let's get in touch.",40.721058,-73.993329,2015-11-02 05:17:32.547029,2015-11-02 05:17:32.547029,
59,5295702101,Century 21. By WTC. Sunday at 130 - m4m,2015-11-01 17:00,/mnh/mis/5295702101.html,mnh,m4m,Financial District,"HiYou were in sweats and a hood over your head on lower level. I was Blondish, older, black sweater I wanted to cruise you more. You had a nice outlinr pressing against your pants. If this sounds familiar HMU",40.708198,-74.014083,2015-11-02 05:17:33.319306,2015-11-02 05:17:33.319306,
